Districts,Location,Founder,Company Name,Company Type,Machine Type,Product Type,Block Type,Company Category,Company Size,Contact,Website,Map,Status
Warangal,"Reddypalem, road, Gorrekunta Rural, Warangal, Telangana 506006, India",Not Specified,SRR bricks,manufacturing,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,https://maps.app.goo.gl/qboXFTe6Ats9X9Jh7,Running
Warangal,"Narsampet Rd, opposite Sita Rama Rice mill, Dharmaram, Warangal, Telangana 506330, India",Not Specified,Venkateshwara Precast Compound walls & Cement Bricks,Manufacturing,Hand Made,Fly Ash Brick,"Fly Ash Block, Wall",Fly Ash Brick Plant,Moderate,9989767553,Not Specified,https://maps.app.goo.gl/89g3JSHQc2xj6Mvx5,Running
Warangal,"Khammam - Warangal Hwy, Mamnoor, Warangal, Telangana 506005, India",Not Specified,SLNS precast redymade walls,Manufacturing,Hand Made,Fly Ash Brick,Wall,Fly Ash Brick Plant,Moderate,9059888305,Not Specified,https://maps.app.goo.gl/LeAJqwuKB6fB3azb9,Running
Warangal,"WJMF+2X4, Dhupakunta, Telangana 506005, India",Not Specified,NSP CEMENT BRICKS,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,Not Specified,Not Specified,https://maps.app.goo.gl/syE3Ud5YGGx9vYGp7,Running
Warangal,"New Grain Market, Grain Market, Balaji Nagar, Warangal, Telangana 506006, India",Not Specified,EERELLI KUMAR SAND BRICKS IN WARANGAL,Manufacturing,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9963282749,Not Specified,https://maps.app.goo.gl/RHhnaRhFM6xmwuKw8,permanently closed
Warangal,"BALAJI NAGAR, MARKET, Enumamula, Warangal, Telangana 506006, India",Not Specified,MAHALAXMI BRICKS ENUMAMULA WARANGAL,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,9849560004,Not Specified,https://maps.app.goo.gl/wwe1ar5yy8uJctPT6,permanently closed
Warangal,"beside Hamsa House Bakery, Rangashaipet, Warangal, Telangana 506005, India",Not Specified,Bricks Malyadri,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9963321464,Not Specified,https://maps.app.goo.gl/8iKtZ4AZYtjoscp7A,permanently closed
Warangal,"Nakkalapally, Warangal, Telangana 506005, India",Not Specified,NJN Bricks,Manufacturing,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,https://maps.app.goo.gl/d4ywsWQ8L3S4CkE56,permanently closed
Warangal,"Narsampet Rd, Warangal, Telangana 506008, India",Not Specified,Laxmi Sri Cement Works,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,Not Specified,Not Specified,https://maps.app.goo.gl/zTxzjf5pLxojVpPAA,Temporarily Closed
Mulugu,"Rangaraopally, Telangana 506352, India",Krishna Reddy,Parameshwara Flyash Bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,8886662288,Not Specified,https://maps.app.goo.gl/23HSSHifkv6uD4BX9,Running
Mulugu,"5-248, 5-114, Venkatapur, Mulugu, Telangana 506352, India",Not Specified,Parameshwara Fly ash Bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9705346437,Not Specified,https://maps.app.goo.gl/ZJnRSpzhhAaHEn7L7,Running
Mulugu,"Somalapally village, Mulugu, Telangana 506352, India",Not Specified,MRS TRADERS,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Small,Not Specified,Not Specified,https://maps.app.goo.gl/s1DFgbcvvpQJwadz9,Temporarily Closed
Mulugu,"Warangal - Eturnagaram Rd, Pasara, Telangana 506347, India",Not Specified,M.D.R FLY ASH BRICKS,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,7382174446,Not Specified,https://maps.app.goo.gl/mGiF8PTcG9v7h6Jc7,Running
Mulugu,"x road, Jangalapally, Telangana 506352, India",Not Specified,MRS BRICKS,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Small,Not Specified,Not Specified,https://maps.app.goo.gl/ZCNoc2TFDmRV7peF9,Running
Mulugu,"opp. Ele Office, Mulugu, Telangana 506343, India",BANDLA RAGHU,SRI RAJA RAJESHWRA FLY ASH BRIKS pro,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,9966660356,Not Specified,https://maps.app.goo.gl/QWtgrHJoX1PTac4cA,permanently closed
Mulugu,"6W3J+6C, Telangana 506343, India",Not Specified,AR BRICKS,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/rqA2APKUTYkeHFW49,permanently closed
Bhadradri Kothagudem,"GJV5+C5J, Sri Ramanjaneya Nagar Colony, Kothagudem, Telangana 507101, India",Raju,RBI fly Ash Bricks (RAJU),Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9908368924,Not Specified,https://maps.app.goo.gl/V2YzeLuVonHEdFG88,Running
Bhadradri Kothagudem,"AP Housing Board Colony, Kothagudem, Telangana 507118, India",Not Specified,SR Flyash Bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Large,Not Specified,Not Specified,https://maps.app.goo.gl/QNdjZjEgZnzFVjPB8,Running
Bhadradri Kothagudem,"4-64, Gopathanda, Sarvaram, Kothagudem, Telangana 507120, India",Not Specified,Anjali enterprises ( Light weight bricks AAC BLOCK manufacturing),Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,7095533555,Not Specified,https://maps.app.goo.gl/DiSo3qfNtThyVhec8,Running
Bhadradri Kothagudem,"AP Housing Board Colony, Kothagudem, Telangana 507120, India",Not Specified,Parvathi Devi Cement Blocks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9505295318,Not Specified,https://maps.app.goo.gl/eek6t9axLTSQvuFB9,Running
Bhadradri Kothagudem,"AP Housing Board Colony, Chunchupalle (U), Kothagudem, Telangana 507118, India",Not Specified,Vishnu fly ash bricks,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/HcwSEjCTVLNXyFJE6,Running
Bhadradri Kothagudem,"2-2-155/7D, AP Housing Board Colony, Kothagudem, Telangana 507118, India",Not Specified,LIGHT WEIGHT BRICKS KOTHAGUDEM,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,8790246666,Not Specified,https://maps.app.goo.gl/ggva8h67iiSwTy3f6,Running
Bhadradri Kothagudem,"SCB Nagar, Ramavaram, Kothagudem, Telangana 507101, India",Sunitha,Sri Bhavani FlyAsh Bricks,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9908637779,Not Specified,https://maps.app.goo.gl/UnnDaRBfJubp6ZKC7,Running
Bhadradri Kothagudem,"opposite Kothagudem, collectorate, Paloncha, Telangana 507154, India",Not Specified,Padmavathi Fly Ash Bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Large,9848098155,Not Specified,https://maps.app.goo.gl/oeUdVhw1vGWfY93r9,Running
Bhadradri Kothagudem,"Seetharampuram, Kunaram, Telangana 507127, India",Not Specified,KS Cement Bricks Factory,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Large,Not Specified,Not Specified,https://maps.app.goo.gl/jdCahuQ76386pFcv6,Running
Bhadradri Kothagudem,"Sri Ramanjaneya Nagar Colony, Kothagudem, Telangana 507101, India",Not Specified,Ramesh Bricks,Manufacturing,Hand Made,Not Specified,Not Specified,Traditional Clay Factory,Small,Not Specified,Not Specified,https://maps.app.goo.gl/WW1eTBeL1bAMP5vWA,permanently closed
Khammam,"Khammam Bypass Rd, near new vision jr college, Indira Nagar, Indira Nagar Colony, Khammam, Telangana 507002, India",Not Specified,Vijaya Laxmi Fly Ash Brick Industry,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,9848413961,Not Specified,https://maps.app.goo.gl/muQjSPGc1PQzWFW26,Running
Khammam,"SH 42, Indira Nagar Colony, Khammam, Telangana 507002, India",Not Specified,Murali Krishna Fly Ash Bricks Industry,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9849812710,Not Specified,https://maps.app.goo.gl/tLJDM1LozTm3kv7s7,Running
Khammam,"Koyachalaka Rd, Khammam, Koyachalka, Telangana 507003, India",Not Specified,"CN bricks chamber
",Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,Not Specified,Not Specified,https://maps.app.goo.gl/nFLab958ZoW3aFnZ7,Running
Khammam,"Penuballi, Yedla Banjara, Telangana 507302, India",Not Specified,SVB RED BRICKS,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Large,8500665218,Not Specified,https://maps.app.goo.gl/nmSL769A9BvyYU1J9,Running
Khammam,"Bonakal - Khammam Rd, Vatsavai, Andhra Pradesh 507204, India",Not Specified,Narasimha Swamy flyash bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/HWWZajs6vVRt4vZS8,Running
Khammam,"RANCARE INDUSTRIES LIMITED Gundrathimadugu Village, Konijerla, Mandal, Telangana 507165, India",Not Specified,Rancare Industries Ltd,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Large,9160966666,Not Specified,https://maps.app.goo.gl/GNdA12827WDVVwPb9,Running
Khammam,"near new police station, Nelakondapally, Telangana 507160, India",Not Specified,Sri Laxmi Thirupathamma Thalli Flyash Cement Bricks,Manufacturing,Hand Made,Fly Ash Brick,"Fly Ash Block, Wall",Fly Ash Brick Plant,Moderate,9951152909,https://nikesh281251.github.io/gsrbricks/,https://maps.app.goo.gl/EeENvkAcHLLWnw2M6,Running
Khammam,"Sai Baba Mandi Rd, Near goshala, Mahabubabad, Telangana 506101, India",Not Specified,RR Light Weight Bircks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/JGE5ZXYRDBwqHodSA,Running
Khammam,"Velugumatla, Khammam, Telangana 507002, India",Not Specified,Dhriti flyash bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,Not Specified,Unknown,https://maps.app.goo.gl/BLEtgwS2aPAHs1Qi8,Temporarily Closed
Khammam,"Bonakal - Khammam Rd, Sri Ram Nagar, Sriram Hills, Khammam, Khanapuram Haveli Rural, Telangana 507003, India",Not Specified,Bhavani fly ash bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9866403838,Not Specified,https://maps.app.goo.gl/fVZpjPcVZP5K3pJb6,Temporarily Closed
Khammam,"near petrol bunk, Khammam, Telangana 507157, India",Not Specified,Yusaf Bricks Company,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9848773894,Not Specified,https://maps.app.goo.gl/bjGCppxgd1td2Ebs9,Temporarily Closed
Mahabubabad,"Namalapadu bayyaram, Mahabubabad, Telangana 507211, India",Not Specified,R S BRICKS,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Small,Not Specified,Not Specified,https://maps.app.goo.gl/db9wFE8nvJ6sjihA9,Running
Mahabubabad,"J26J+678, Unnamed Road, Telangana 506101, India",Not Specified,K K R BRICKS,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/dNMheMTf9uTqRSYv7,Running
Mahabubabad,"GP, BSNL Tower, road high way, opposite Petrol bunk, Pedda Thanda, Mahabubabad, Bayyaram, Telangana 506101, India",Not Specified,Interlocking Bricks Mahabubabad,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Interlocking Block,Fully Automatic Fly Ash Brick Plant,Moderate,8106699309,Not Specified,https://maps.app.goo.gl/3XSaJ7XvXXdzdXiv8,permanently closed
Mahabubabad,"Yellandu Rd, Kothur, Anantharam, Telangana 506101, India",Not Specified,Redbricks pvt ltd,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Large,9866619666,Not Specified,https://maps.app.goo.gl/nwK1stutwCHTqt5v6,Temporarily Closed
Suryapet,"Beebi Gudem, Chivemla village & Mandal, Suryapet District, Suryapet, Telangana 508214, India",Not Specified,Balaji AAC Light Weight Bricks,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,9440108356,Not Specified,https://maps.app.goo.gl/sCecmxEsNFPTurhUA,Running
Suryapet,"Jammigadda, Suryapet, Kesaram, Telangana 508213, India",Not Specified,star bricks,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,Not Specified,Not Specified,https://maps.app.goo.gl/qG3jZkFVyfUmcXVFA,Running
Suryapet,"Road No. 2, sri nagar, Suryapet, Telangana 508213, India",Not Specified,Sri vengamamba bricks,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Small,9848913847,Not Specified,https://maps.app.goo.gl/fN5XahLWUbaKG3QF6,Running
Suryapet,"KVR Farm Lands, Yandlapalli village, Suryapet, Kesaram, Telangana 508213, India",Not Specified,Kakatiya Red Bricks,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Small,9866605551,Not Specified,https://maps.app.goo.gl/AbqKkgjBXixnfjyR8,Running
Suryapet,"Khammam Rd, beside musi canal, Zakir Husaain Nagra, Suryapet, Kesaram, Telangana 508213, India",Not Specified,Thandu Saidulu Cement Bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/rXtMzsjmcJxMXWrE7,Running
Suryapet,"entrance right side, Y"" junction road, road suryapet highway, near mari peda village entrance, Maripeda, Telangana 506315, India",Not Specified,333 bricks company,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Large,Not Specified,Not Specified,https://maps.app.goo.gl/42f6RB4qPAYFQp4L6,Running
Suryapet,"Shanthi Nagar Village Anatagiri Mandal, Suryapet Dist, Shanti Nagar, Telangana 508206, India",Not Specified,Sri Veeranjaneya Eco Bricks Private Limited,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,9848023482,http://www.aacecobricks.com/,https://maps.app.goo.gl/DNLuica799B4n4oK6,Running
Suryapet,"Zakir Husaain Nagra, Suryapet, Telangana 508213, India",Not Specified,New bricks,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,Not Specified,Not Specified,https://maps.app.goo.gl/foSMKDZqv9gNJ7wc8,permanently closed
Suryapet,"X road, Patharlapahad, Suryapet, Telangana 508221, India",Not Specified,Srilatha Bricks Industries,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,Not Specified,Not Specified,https://maps.app.goo.gl/CinzDnRRBxhSVfEK8,Temporarily Closed
Nalgonda,"Survey No 220, Sagar Rd, Nalgonda, Cherla Gourarm, Telangana 508247, India",Not Specified,BHARATHA CEMENT BRICKS INDUSTRY,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Large,Not Specified,Not Specified,https://maps.app.goo.gl/587pbpwA4BioyqW16,Running
Nalgonda,"Gattigorla's, Telangana 508001, India",Not Specified,GATTIGORLA venkanna Bricks manufacturing,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,Not Specified,Not Specified,https://maps.app.goo.gl/pgGeKRARuHhnQk1v7,Running
Nalgonda,"Nalgonda, Telangana 508002, India",Not Specified,CHR Brick Manufacturing,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Small,9912734414,Not Specified,https://maps.app.goo.gl/L2sUYq2C4rvvGcDz5,Running
Nalgonda,"Survey no 613/?, near Rural Police station, Gokul Nagar, Nalgonda, Telangana 508001, India",Not Specified,BHARATHA BRICKS INDUSTRY,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,9705059935,Not Specified,https://maps.app.goo.gl/NorDzAMnUF2t3jSr5,Running
Nalgonda,"Buddaram, Telangana 508002, India",Not Specified,Sree Renuka Ellamma cement bricks company,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,8459368280,Not Specified,https://maps.app.goo.gl/ppruDkuRri341gF68,Running
Nalgonda,"Ramnagar, Nalgonda - Pamangundla Rd, Katangur, Telangana 508205, India",Not Specified,VBS & VSB Brick ,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Large,9848354099,Not Specified,https://maps.app.goo.gl/hK4sgDMqm3x6SBRm7,Running
Nalgonda,"4th Ward Kesharajupally, Telangana 508002, India",Not Specified,MITHRA FLY ASH LIGHT WEIGHT & CEMENT ( HOLLOW) BRICKS INDUSTRY,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,9705059935,Not Specified,https://maps.app.goo.gl/N1wMYo5e5gBvvJjd6,Running
Nalgonda,"Settipalem Rd, Telangana 508217, India",Not Specified,PPR Bricks,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Large,Not Specified,Not Specified,https://maps.app.goo.gl/rvEpfE4PHX22fDZk8,Running
Nalgonda,"toll plaza, PVR Red Bricks, Korlapahad, Nakrekal, Telangana 508211, India",Not Specified,PVR Red Bricks,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,9959042559,Not Specified,https://maps.app.goo.gl/4UKwqaJZB6rcnxdt5,Running
Nalgonda,"Kukkadam, Telangana 508217, India",Not Specified,Real Rock Eco AAC Blocks,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Large,7599999469,https://realrockaac.com/,https://maps.app.goo.gl/kd7eadvGVLmRptvZ6,Running
Nalgonda,"Khairathpur, Telangana 508252, India",Not Specified,Sai Mallikarjuna Cement Bricks (Mallareddy),Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Large,9848802244,Not Specified,https://maps.app.goo.gl/iAT4WWJ6AwFdMJk79,Running
Nalgonda,"MLG Rd, Golla Guda Rural, BTS, Nalgonda, Telangana 508001, India",Not Specified,Renuka Yellamma hallo bricks,Manufacturing,Hand Made,Fly Ash Brick,Wall,Fly Ash Brick Plant,Small,Not Specified,Not Specified,https://maps.app.goo.gl/HrpeCgDteipqyPrm8,Running
Nalgonda,Unknown,Not Specified,"K Shekar Reddy Bricks
Brick manufacturer",Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,9440657046,Not Specified,https://maps.app.goo.gl/gUTT5zKoavmyQyc58,Temporarily Closed
Yadadri Bhuvanagiri,"3-5, KANDLAKUNTA THANDA, SUREPALLY, Bhuvanagiri, Telangana 508285, India",Not Specified,SKY Bricks Industry,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Fly Ash Brick Plant,Large,Not Specified,http://www.skybricksindustry.org/,https://maps.app.goo.gl/dwYU7mwSgVY98wyJ7,Running
Yadadri Bhuvanagiri,"Namath Pally, Bhuvanagiri, Nyamutapalli, Telangana 508285, India",Sudhakar,SMB Bricks Manufacturer & Suppliers,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Fly Ash Brick Plant,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/v5uQADwvhYEVciF1A,Running
Yadadri Bhuvanagiri,"17, near Bypass, Alair, Telangana 508101, India",Not Specified,Yuvaraj Red Bricks,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Fly Ash Brick Plant,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/xhRhbbEEj61NyvwG7,Running
Yadadri Bhuvanagiri,"bus stand, New, Mothkur, Telangana 508277, India",Not Specified,M/S Yashwanth flyash bricks Industry,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/Gi9VjYCtghtUtxER7,Running
Yadadri Bhuvanagiri,"Unnamed Road, Laxmapur, Telangana 508117, India",Not Specified,Laxmi Narasimha Cement Bricks Manufacturer,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9963608839,Not Specified,https://maps.app.goo.gl/qUsRr8Y1DDJA6J1u9,Running
Yadadri Bhuvanagiri,"Deshmuki Brundhavanam Bus Stop, Deshmuki Village, Telangana 508284, India",Not Specified,JNR bricks industries,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,Not Specified,Not Specified,https://maps.app.goo.gl/iNLYig2qzRz3MMCGA,Running
Yadadri Bhuvanagiri,"Balijaguda, Hyderabad, Telangana 501513, India",Not Specified,A.B.R bricks,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/EkmfoFnvrhsay1pK9,Running
Yadadri Bhuvanagiri,"Kairathapuram village main road, near bus stop, Choutuppal, Telangana 508252, India",Not Specified,REDDY CEMENT BRICKS,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9010672979,Not Specified,https://maps.app.goo.gl/tUtyCAeGHC7HGDQ76,Running
Yadadri Bhuvanagiri,"Raipole, Telangana 501508, India",Not Specified,AJS Bricks Industries,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Large,Not Specified,Not Specified,https://maps.app.goo.gl/PJbWEcg6eP71Z2DX7,Running
Yadadri Bhuvanagiri,"Rayaraopet--Bogaram Rd, Bogaram, Rayarao Peta, Telangana 508126, India",Not Specified,Siddi Vinayaka Cement Bricks,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/ZcSxX4bp4mxY9nZNA,Running
Yadadri Bhuvanagiri,"Surepally, Telangana 508285, India",Not Specified,CBI Bricks Industry,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Small,Not Specified,Not Specified,https://maps.app.goo.gl/gc7XMFGvFeKefbN86,Running
Yadadri Bhuvanagiri,"Ramannapeta, Telangana 508113, India",Not Specified,(SVCM) & cement bricks,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/7hmSjtEetx4jgB999,Running
Yadadri Bhuvanagiri,"Narayangiri, Boodhan, Bhoodan Pochampally, Telangana 508284, India",Not Specified,SLN Bricks,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Small,8008473410,Not Specified,https://maps.app.goo.gl/kumHAUHNRYnNjrsk9,Running
Yadadri Bhuvanagiri,"rice mill, Arutla, Telangana 501508, India",Not Specified,sri sri sarala maisamma cement bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,fly Ash Brick Plant,Small,9949354518,Not Specified,https://maps.app.goo.gl/koFDxKn2JcdAeGhe9,Running
Yadadri Bhuvanagiri,"Kandlakunta thanda, Kandlakunta Tanda, Telangana 508285, India",Not Specified,Lns bricks industry,Manufacturing,Hand Made,Fired Clay Brick,Fly Ash Block,fly Ash Brick Plant,Moderate,8143223216,Not Specified,https://maps.app.goo.gl/4HB7AxHhnzULTCWF7,Running
Yadadri Bhuvanagiri,"Survey No 711/E, Rampally, Karimguda, Secunderabad, Telangana 501302, India",Not Specified,Sri Venkateswara Bricks,Manufacturing,Hand Made,Fired Clay Brick,Fly Ash Block,fly Ash Brick Plant,Small,Not Specified,Not Specified,https://maps.app.goo.gl/skFHQhEMYWH4f1Do8,Running
Yadadri Bhuvanagiri,"Pasumamla, Telangana 501505, India",Not Specified,PAVAN BRICKS INDUSTRIES,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,fly Ash Brick Plant,Large,9492957430,Not Specified,https://maps.app.goo.gl/C7CBXVrG6MRYDg7p8,Running
Yadadri Bhuvanagiri,"Madha Puram, bhongir, Telangana 508117, India",Not Specified,Sri Lakshmi Pre cast Walls & cement bricks ,Manufacturing,Hand Made,Fly Ash Brick,Wall,fly Ash Brick Plant,Small,9573102196,Not Specified,https://maps.app.goo.gl/YdB5zLcd9oUpDDV38,Running
Yadadri Bhuvanagiri,"Rusta Puram, Telangana 508117, India",Not Specified,JPR AAC FLY ASH BLOCKS,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,6305968503,Not Specified,https://maps.app.goo.gl/GnMVoKJT5ZktUMb69,Running
Yadadri Bhuvanagiri,"behind Pochamma wada, Bharath Nagar, Alair, Telangana 508101, India",Not Specified,KDR ENTERPRISES,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,Not Specified,Not Specified,https://maps.app.goo.gl/6w6pynAVciJQkoaf8,Running
Yadadri Bhuvanagiri,"Gouse Nagar, Telangana 508286, India",Not Specified,Bbk bricks industry,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/4XcAcP5Xj3b9KFZA6,Running
Yadadri Bhuvanagiri,"Rajapet Rd, Rajapeta, Telangana 508105, India",Not Specified,Sannidhi lightweight bricks,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Small,Not Specified,Not Specified,https://maps.app.goo.gl/Ve4dCCSVZtyvWxTt5,Running
Yadadri Bhuvanagiri,"Saiguda, Ismailkhanguda, Ghatkesar, Secunderabad, Telangana 501302, India",Not Specified,Master AAC blocks industries,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,9397854989,https://www.masteraacblocks.co.in/,https://maps.app.goo.gl/72LZZ4D4TBAgLNPX7,Running
